sku_id,supplier_id,cost_price
118,2,137.4
119,9,860.78
120,18,54.48
121,14,64.7
122,5,881.88
123,10,33.15
124,18,8.2
125,8,15.12
126,1,9.18
126,16,9.45
127,8,225.86
127,6,223.75
128,15,68.35
128,11,65.21
129,4,35.12
130,6,9.64
130,2,9.58
131,18,389.02
132,17,11.64
133,5,33.28
133,6,33.66
134,13,139.76
134,15,136.69
135,13,11.09
136,2,13.66
136,10,14.22
137,14,51.01
137,15,51.85
138,18,215.05
139,11,176.22
140,1,444.99
141,16,149.1
142,2,25.09
142,17,23.3
143,9,11.65
144,17,32.91
145,18,726.78
146,12,69.81
146,16,63.9
147,9,738.48
148,3,68.47
149,7,324.88
149,3,332.72
150,14,102.87
151,5,56.34
151,13,56.79
152,6,55.95
153,9,123.47
154,16,184.75
155,6,28.73
155,14,30.67
156,14,18.54
156,13,17.23
157,12,25.66
158,5,64.82
159,11,63.58
160,7,324.26
161,17,23.22
162,12,132.83
163,15,259.69
164,5,46.49
164,10,46.6
165,14,190.29
166,7,17.84
167,10,141.35
168,4,48.08
168,13,48.8
169,15,29.65
170,7,28.81
170,9,29.63
171,5,24.57
171,7,24.06
172,13,131.71
172,4,135.11
173,10,68.25
173,1,68.64
174,12,198.54
175,9,41.51
175,17,39.28
176,15,75.47
177,8,27.54
177,11,30.26
178,4,43.94
178,15,44.69
179,6,50.71
180,14,76.48
180,10,79.05
181,18,39.39
182,4,152.84
183,2,76.19
184,7,49.49
185,14,78.0
186,9,64.17
187,15,94.31
188,10,98.66
189,1,64.69
190,3,121.95
190,4,116.89
191,10,287.81
192,2,155.88
193,13,56.73
193,8,53.04
194,3,63.9
195,2,55.5
196,17,18.42
197,5,63.24
198,17,44.41
199,2,113.23
199,13,113.44
200,11,17.13
201,2,80.09
201,6,75.41
202,7,63.98
202,11,61.44
203,12,152.59
203,9,149.85
204,13,94.3
204,17,99.72
205,14,24.37
205,16,24.17
206,7,94.65
207,15,38.03
208,3,32.78
208,9,34.16
209,16,43.12
210,3,114.47
211,6,60.5
211,11,65.04
212,4,124.27
213,13,13.18
213,11,13.43
214,9,20.18
214,11,19.79
215,2,127.44
215,13,123.73
216,4,55.27
217,5,21.91
218,16,114.33
218,5,115.95
219,13,123.92
220,3,41.33
221,10,22.9
221,8,23.32
222,16,59.56
223,5,44.01
224,8,27.74
224,17,26.93
225,12,604.73
226,8,60.26
227,14,174.7
228,15,38.37
229,5,91.09
230,4,29.68
231,1,18.48
232,11,10.07
233,6,45.68
234,2,138.3
234,17,147.79
235,11,33.58
236,6,46.99
237,10,73.08
238,6,22.8
239,12,33.72
239,2,32.55
240,17,36.31
241,14,24.65
242,5,152.96
243,2,75.97
244,14,54.19
245,5,42.14
246,12,58.62
246,8,61.69
247,13,71.25
247,7,68.79
248,12,76.17
249,2,52.3
249,7,52.31
250,15,273.46
250,6,265.08
251,14,25.47
251,1,26.69
252,4,202.02
253,9,25.56
254,7,17.9
254,12,19.16
255,4,413.57
256,18,73.13
257,16,25.47
257,14,24.18
258,6,28.67
259,16,79.53
259,1,82.66
260,11,44.41
261,17,39.15
262,14,85.2
262,15,79.53
263,10,38.79
263,4,40.69
264,11,15.77
264,3,16.27
265,6,14.89
266,10,122.2
267,13,6.96
268,4,42.33
269,7,64.88
270,11,38.21
271,15,24.63
272,1,34.73
272,16,35.04
273,12,26.32
273,16,26.36
274,7,21.14
275,11,171.67
276,11,20.33
277,13,33.82
278,14,6.7
278,17,7.02
279,7,147.07
279,4,146.42
280,4,109.94
281,8,53.2
282,14,63.78
283,17,100.68
284,4,34.13
285,14,18.14
286,13,55.25
287,17,225.36
288,13,24.03
289,7,209.91
290,3,60.89
291,11,68.77
292,1,57.96
292,12,54.62
293,7,88.57
294,6,40.07
294,1,40.14
295,12,5.97
296,17,150.66
296,18,138.73
297,14,37.29
298,3,26.99
299,7,47.22
300,3,42.7
301,2,170.87
302,11,32.23
303,17,31.89
304,13,49.82
305,17,68.28
306,1,29.21
307,18,22.07
308,5,119.48
308,2,121.72
309,12,28.01
309,15,27.12
310,5,36.04
311,15,58.55
312,8,26.12
313,13,77.36
314,3,223.12
314,18,224.56
315,14,26.38
315,16,26.92
316,9,97.58
317,18,22.06
318,4,121.03
319,12,57.98
320,3,122.23
321,11,55.43
321,13,56.4
322,16,14.56
323,1,45.8
324,15,28.18
325,18,32.2
325,12,34.84
326,17,47.93
326,4,47.49
327,12,32.84
328,7,318.33
329,14,32.01
330,14,22.94
330,4,24.78
331,3,61.56
332,11,109.11
333,1,14.24
334,8,117.64
335,15,22.15
336,7,28.07
337,11,48.65
338,10,101.61
338,2,107.34
339,14,9.65
339,17,9.95
340,12,33.66
340,5,35.41
341,6,31.21
342,3,176.72
343,18,131.93
344,7,48.87
345,6,61.29
345,3,60.16
346,9,134.1
347,15,39.27
347,13,37.25
348,11,105.57
348,5,111.29
349,13,181.15
349,8,175.52
350,10,245.98
350,14,243.86
351,16,233.17
351,10,231.03
352,2,122.67
353,17,63.96
353,4,63.33
354,11,54.59
355,8,34.61
355,5,33.38
356,3,275.88
357,3,32.89
358,17,136.1
358,14,129.38
359,5,321.27
360,15,45.59
360,5,47.72
361,18,6.1
362,12,158.53
363,1,963.38
364,2,77.4
365,13,113.42
366,8,90.11
366,16,88.62
367,3,73.02
368,3,34.87
368,11,34.9
369,12,200.98
370,8,25.91
371,12,20.49
372,17,39.62
372,14,39.31
373,1,26.79
374,17,101.39
375,9,88.82
376,3,44.52
377,14,29.27
378,16,55.5
379,16,35.77
380,16,56.56
381,5,51.98
382,15,292.25
383,2,60.63
383,9,63.0
384,10,162.09
385,11,54.38
386,15,292.43
387,3,52.61
388,4,243.93
389,5,53.34
389,4,56.2
390,13,69.91
391,11,171.14
392,17,67.07
393,11,195.41
394,1,181.99
394,11,169.95
395,3,134.71
395,16,129.24
396,1,69.25
396,4,63.42
397,5,17.53
398,7,97.72
399,18,79.07
400,17,87.24
401,1,40.78
402,14,91.23
403,3,29.7
403,9,28.65
404,17,36.29
405,1,144.6
405,8,153.98
406,16,35.91
407,16,48.21
408,16,258.48
409,7,112.26
410,12,33.89
411,7,165.17
412,12,152.04
413,8,190.24
414,13,52.92
414,18,56.07
415,6,51.11
415,9,49.97
416,8,168.67
416,6,179.56
417,6,28.26
418,15,78.88
419,13,251.36
420,9,51.92
421,17,33.89
422,17,36.7
423,3,68.21
424,11,181.41
424,7,177.59
425,1,85.36
426,12,27.42
427,1,56.56
428,11,78.95
429,6,68.13
430,4,76.96
431,7,174.89
432,16,234.06
432,4,228.05
433,4,135.43
434,15,173.28
434,12,174.03
435,4,96.24
436,4,46.08
437,9,183.13
438,4,58.99
439,18,73.86
440,11,80.18
441,1,52.5
442,12,48.35
443,10,45.26
443,11,45.19
444,15,82.62
445,18,99.34
446,16,32.81
446,11,32.42
447,9,142.49
447,18,143.87
448,15,42.47
448,2,43.0
449,6,64.42
450,15,55.05
451,1,52.42
452,7,126.69
452,12,130.24
453,18,27.17
454,4,78.5
455,3,39.51
456,13,47.06
457,6,42.02
458,14,69.97
459,4,64.0
460,17,65.66
460,9,63.62
461,12,231.83
462,13,82.09
463,18,71.79
464,2,42.72
465,14,155.25
466,6,31.58
466,7,31.8
467,4,175.17
468,6,105.34
469,7,74.42
469,1,75.85
470,14,319.11
470,13,309.15
471,1,39.04
471,8,38.82
472,16,188.1
472,4,194.14
473,5,303.08
474,7,42.36
475,2,220.66
476,14,116.26
477,6,51.73
477,8,52.9
478,4,72.66
478,12,77.62
479,4,126.34
480,17,49.97
481,12,69.79
482,18,114.23
483,2,125.27
484,13,136.62
485,10,65.0
486,6,56.82
486,3,59.02
487,3,30.53
488,16,101.05
489,15,168.94
490,14,299.3
490,8,292.29
491,3,42.5
491,11,42.99
492,14,63.9
492,13,68.92
493,11,23.02
494,11,102.37
495,4,15.37
495,18,16.23
496,1,65.98
497,4,186.77
498,15,163.72
498,11,160.13
499,4,177.92
500,8,376.04
501,13,95.23
501,3,95.49
502,15,120.97
503,8,151.0
504,6,124.46
505,18,137.54
506,9,45.49
507,16,48.88
508,3,96.57
509,14,364.91
510,9,94.49
511,16,46.52
512,12,62.4
513,13,214.43
514,11,1949.1
515,18,33.39
516,14,51.19
516,7,52.68
517,15,416.48
517,4,428.23
518,6,34.04
519,12,149.22
519,9,153.32
520,9,56.06
521,18,44.53
522,4,64.54
522,7,62.33
523,15,90.41
524,15,216.83
524,18,207.44
525,2,69.88
525,1,65.43
526,8,107.34
527,17,193.72
528,6,46.63
529,13,55.14
530,8,61.27
531,15,31.28
532,12,141.75
532,2,141.72
533,18,69.23
533,3,66.87
534,11,274.21
534,3,267.81
535,6,94.42
536,3,32.93
537,18,100.16
538,4,186.57
538,2,198.31
539,16,38.48
540,11,36.96
541,15,221.29
542,18,23.53
543,7,31.15
544,14,139.55
545,15,37.57
546,12,14.25
547,9,23.99
548,6,100.08
549,17,204.07
549,10,206.16
550,8,31.34
550,16,31.99
551,4,76.71
552,11,59.79
552,13,59.2
553,16,30.28
554,14,32.67
555,2,130.28
556,4,20.81
557,4,21.47
558,2,41.74
558,7,42.31
559,18,45.13
559,17,46.64
560,3,83.34
560,11,80.77
561,3,61.83
561,15,57.94
562,6,52.67
562,3,56.25
563,9,5.63
564,16,35.42
565,17,35.77
566,9,34.94
567,1,66.42
568,3,9.33
569,17,226.65
569,4,231.29
570,9,35.37
571,7,49.75
571,17,53.4
572,12,21.44
573,10,22.35
574,8,33.95
575,5,14.15
576,17,411.6
577,10,24.07
578,10,135.23
579,2,37.47
580,14,24.42
580,4,23.13
581,10,44.68
582,14,37.36
583,5,23.6
584,13,55.13
585,18,60.18
586,6,38.29
587,5,68.88
588,18,60.31
589,9,94.35
589,5,94.92
590,7,75.16
591,6,120.3
592,8,43.03
592,6,44.92
593,15,108.6
594,16,17.34
594,6,17.0
595,12,68.81
595,8,71.04
596,7,38.32
597,15,62.37
597,11,66.27
598,17,27.26
599,14,57.82
599,11,57.36
600,3,39.59
600,13,41.23
601,4,90.85
602,9,74.9
602,6,70.24
603,18,6.74
604,9,45.83
605,13,13.53
605,17,13.91
606,12,60.29
607,14,39.47
608,17,150.32
608,18,146.96
609,8,156.67
609,6,165.86
610,10,176.62
611,6,48.12
612,7,27.64
612,2,28.27
613,8,142.25
614,14,522.33
615,10,168.77
615,7,168.71
616,10,160.16
617,2,275.38
618,14,283.74
619,4,111.87
620,9,377.4
620,13,371.28
621,2,112.52
622,9,29.75
623,4,40.79
624,7,652.57
625,11,16.3
626,18,110.68
627,2,148.4
628,10,811.93
628,1,826.34
629,8,44.16
630,10,57.19
630,14,54.08
631,13,823.85
632,8,39.54
633,2,9.74
633,14,9.73
634,15,16.39
635,5,8.19
635,1,8.42
636,9,195.86
637,16,62.98
638,15,39.79
638,3,39.62
639,12,8.75
640,10,374.2
640,11,360.91
641,8,10.8
642,3,35.87
643,16,133.87
643,1,128.05
644,11,9.25
645,14,12.71
646,17,60.07
647,16,221.02
648,15,202.44
649,16,426.92
649,1,412.31
650,11,139.13
651,16,23.64
652,3,11.41
652,1,12.39
653,18,35.91
654,14,850.78
655,14,76.83
655,3,74.18
656,4,610.12
657,18,68.98
658,14,365.15
659,17,123.79
659,12,113.99
660,5,51.19
660,17,52.13
661,11,56.34
662,16,163.64
662,15,153.91
663,18,193.11
664,10,24.94
665,7,17.28
665,17,17.75
666,13,21.47
667,10,59.08
668,12,63.58
668,18,65.77
669,1,261.84
669,7,261.89
670,3,24.0
671,15,121.32
671,9,121.07
672,7,304.98
673,5,41.39
673,7,39.39
674,7,217.85
675,10,15.8
676,2,173.92
677,10,47.81
678,16,31.82
679,3,34.22
680,3,26.45
681,16,172.99
681,11,170.75
682,6,63.1
683,4,187.7
684,16,41.64
685,14,94.8
685,6,99.07
686,1,28.95
686,6,26.55
687,18,47.52
688,15,42.46
689,9,97.08
690,8,39.0
690,3,36.92
691,8,158.84
692,3,65.55
693,14,43.07
693,4,40.91
694,14,80.51
695,16,49.92
696,7,89.13
697,8,88.66
698,5,61.05
699,6,117.87
700,13,299.68
701,4,142.06
702,18,40.95
703,10,61.94
704,16,53.62
705,13,17.39
706,11,73.43
706,5,74.52
707,9,36.5
708,2,110.05
708,4,112.76
709,5,14.96
710,14,76.78
711,4,75.12
712,15,162.03
713,14,86.33
714,1,24.54
715,6,113.06
716,10,46.47
716,6,46.6
717,18,36.07
718,7,60.0
718,6,56.56
719,13,119.14
720,14,67.66
721,16,146.79
721,18,133.93
722,12,11.99
723,18,17.77
724,15,126.53
725,5,63.04
725,2,59.85
726,7,25.99
726,12,27.56
727,6,88.61
728,1,128.51
728,3,133.09
729,6,33.65
730,4,20.18
731,18,53.98
732,11,58.19
732,12,57.59
733,1,30.33
734,14,673.01
735,9,63.92
736,14,166.06
737,1,38.21
738,5,84.3
739,8,27.99
740,5,14.86
741,17,9.63
741,9,9.76
742,15,41.61
742,11,41.78
743,18,146.71
744,4,36.46
745,11,39.72
746,17,87.78
747,3,25.78
748,9,31.96
749,18,47.41
750,3,23.0
751,9,121.56
751,12,127.14
752,7,78.47
753,11,56.58
753,2,59.26
754,13,46.94
754,16,45.89
755,9,45.09
756,11,81.11
757,5,64.75
757,15,69.56
758,2,47.78
759,11,277.12
760,12,29.85
760,7,28.39
761,4,189.89
761,7,179.97
762,3,21.25
763,13,18.89
764,1,468.86
765,10,59.07
766,12,22.18
767,10,28.46
767,8,27.6
768,18,92.84
769,3,49.13
770,10,40.85
770,9,43.92
771,8,61.74
771,10,61.8
772,8,49.52
773,1,13.85
774,14,12.94
774,13,12.75
775,3,129.27
776,12,5.8
777,3,36.44
778,3,71.86
778,6,72.87
779,1,42.53
780,17,21.67
780,5,21.29
781,4,34.05
781,3,32.21
782,3,22.28
782,9,24.16
783,18,17.62
784,9,165.47
785,15,17.57
786,15,35.31
786,4,37.12
787,12,6.66
788,9,140.99
789,14,102.97
790,13,50.5
791,7,58.97
792,16,105.01
793,13,39.9
793,9,39.04
794,9,18.83
794,7,18.04
795,6,54.34
795,15,52.09
796,10,255.83
796,7,269.46
797,6,25.54
797,4,25.7
798,1,213.87
799,17,60.23
799,5,63.75
800,11,91.01
801,7,71.43
802,16,78.66
803,15,44.54
804,16,6.74
805,14,144.9
806,6,36.79
806,17,39.14
807,8,33.11
808,4,50.19
809,4,46.69
810,13,166.93
810,10,170.92
811,11,38.1
811,15,38.57
812,1,35.72
812,15,35.67
813,2,44.8
814,5,73.3
815,8,28.77
816,16,22.54
817,9,129.81
818,2,25.16
818,15,26.3
819,15,32.9
820,9,57.25
820,15,58.27
821,4,31.61
821,10,32.45
822,3,80.81
823,1,180.31
824,11,23.56
824,1,22.66
825,15,90.93
825,3,97.47
826,4,25.57
827,4,120.95
828,14,59.3
828,5,60.6
829,2,139.85
829,15,142.37
830,7,56.06
831,7,13.38
832,11,43.22
833,18,24.98
833,3,26.86
834,17,25.23
835,11,45.46
836,4,30.99
836,9,31.76
837,5,350.82
838,12,29.92
839,9,27.44
840,8,63.33
841,17,91.11
842,15,16.42
842,14,17.55
843,11,120.88
844,16,28.92
845,8,27.42
846,1,44.43
847,9,83.51
847,12,81.27
848,17,11.3
848,7,10.99
849,11,39.47
850,3,31.32
851,9,156.95
852,5,146.28
852,8,147.63
853,17,43.64
854,2,69.97
855,5,118.65
856,16,33.18
857,13,107.42
858,15,194.6
858,12,184.69
859,13,235.15
860,7,198.31
861,16,122.98
861,2,114.69
862,10,60.35
863,3,61.81
864,1,38.42
864,3,36.76
865,16,257.31
866,17,39.64
866,3,40.06
867,17,110.75
867,15,109.2
868,5,254.66
869,15,50.14
870,1,7.2
870,9,7.56
871,6,143.08
872,8,844.14
873,1,77.76
874,17,99.79
875,11,77.16
875,1,81.35
876,13,52.9
876,3,53.8
877,11,35.09
877,14,33.18
878,1,225.04
878,7,221.36
879,4,24.71
879,1,25.0
880,16,20.02
880,13,20.93
881,4,42.57
881,18,46.14
882,4,31.19
883,15,81.59
884,15,98.26
884,7,96.14
885,7,52.63
885,2,51.1
886,15,23.83
887,7,66.04
888,13,28.83
889,14,49.1
890,14,56.75
890,3,59.28
891,6,301.58
891,11,288.2
892,4,66.75
893,7,174.97
894,2,48.56
895,10,288.04
896,12,53.04
897,10,256.35
898,13,57.02
898,15,58.37
899,18,49.92
899,2,54.97
900,6,130.73
901,6,62.6
902,13,170.86
903,18,153.19
904,13,147.41
905,6,57.66
906,6,18.55
907,5,109.17
908,3,66.33
908,18,71.11
909,17,78.99
910,9,45.41
911,2,85.38
911,5,88.43
912,17,26.78
913,1,32.11
914,18,159.34
915,8,32.46
916,1,49.54
916,6,49.74
917,11,291.57
918,10,106.62
918,18,106.75
919,15,41.16
920,5,163.08
921,11,155.6
922,12,157.67
922,13,159.58
923,7,61.24
923,14,59.2
924,10,55.09
925,9,164.65
925,11,164.12
926,11,25.92
927,5,75.75
928,6,241.85
928,14,254.21
929,2,51.94
930,5,30.35
931,2,29.79
931,5,29.84
932,12,87.01
932,7,88.29
933,13,210.94
934,10,95.96
935,14,23.59
936,10,53.93
936,17,55.02
937,5,61.11
938,15,82.95
939,4,76.15
940,6,207.34
940,14,214.64
941,5,198.25
942,13,140.7
943,3,198.72
944,1,118.36
944,10,119.69
945,13,37.34
945,2,39.91
946,16,176.66
947,13,47.15
948,5,80.01
949,5,107.31
950,12,57.46
951,1,45.23
952,11,48.04
953,13,77.97
954,11,101.61
954,12,106.32
955,5,27.32
956,8,128.53
956,16,121.75
957,14,37.39
957,17,37.45
958,11,55.95
959,4,56.4
960,18,49.94
961,14,113.84
962,15,27.6
963,7,63.08
964,8,43.95
965,5,47.13
966,13,47.44
967,7,70.29
968,12,68.66
968,16,63.42
969,10,79.99
969,5,75.76
970,12,246.23
971,10,78.34
972,4,73.98
973,9,43.6
974,5,124.07
974,15,114.84
975,4,28.31
976,10,184.34
977,3,100.91
978,13,75.55
978,12,75.58
979,5,283.62
979,13,275.43
980,8,48.82
981,16,166.5
982,4,389.68
983,9,34.98
983,1,34.43
984,11,197.72
985,15,112.19
986,6,57.67
987,17,76.4
987,1,76.76
988,15,114.32
989,8,42.9
990,12,72.84
991,18,119.82
991,11,117.38
992,15,133.31
993,5,116.14
993,16,115.53
994,2,68.69
995,10,47.38
996,18,32.62
997,1,126.87
997,12,130.53
998,6,129.41
999,16,284.31
1000,12,40.08
1001,14,59.52
1002,10,25.25
1003,14,119.31
1004,3,16.77
1004,6,17.11
1005,13,77.27
1006,15,181.09
1007,9,211.81
1008,3,186.27
1008,1,171.12
1009,18,288.44
1010,1,89.78
1010,7,87.41
1011,2,108.59
1012,12,193.78
1013,15,134.51
1014,10,111.42
1015,3,56.53
1016,17,48.59
1016,6,49.44
1017,12,75.99
1018,4,310.06
1019,3,99.67
1020,2,38.45
1021,5,66.91
1022,11,175.9
1023,8,1832.25
1024,11,43.6
1025,17,71.29
1026,2,436.01
1027,7,36.77
1028,4,143.4
1029,15,60.06
1029,3,61.56
1030,16,49.18
1031,5,54.02
1032,7,77.7
1033,17,176.19
1034,15,54.37
1035,18,96.84
1036,16,200.26
1037,14,48.09
1038,5,65.98
1039,11,49.63
1040,2,28.93
1040,5,27.43
1041,11,128.28
1042,5,60.97
1043,5,243.22
1044,5,96.87
1044,10,95.72
1045,12,33.34
1046,5,88.93
1047,10,196.87
1048,16,34.43
1049,9,46.91
1049,11,45.42
1050,6,161.27
1051,16,26.52
1052,18,35.75
1052,15,34.6
1053,4,151.9
1054,2,42.81
1055,14,16.69
1056,1,26.43
1056,6,27.27
1057,6,101.78
1058,12,190.91
1058,9,203.34
1059,1,29.53
1059,6,29.82
1060,7,77.33
1061,11,57.66
1061,4,57.09
1062,2,36.0
1063,13,34.16
1064,10,110.34
1065,18,20.83
1066,17,25.58
1066,3,27.8
1067,13,43.09
1067,7,45.46
1068,12,37.84
1068,1,38.21
1069,15,72.06
1069,5,73.01
1070,7,54.35
1070,11,53.86
1071,17,57.94
1072,17,6.14
1072,1,5.87
1073,8,35.1
1074,9,30.06
1075,13,37.66
1075,1,38.93
1076,7,69.99
1077,11,9.84
1078,13,204.42
1079,7,34.82
1080,16,60.39
1081,7,21.3
1082,8,20.16
1083,17,32.97
1084,7,15.15
1085,5,425.15
1086,7,26.81
1086,10,28.01
1087,14,121.34
1088,2,34.72
1089,10,28.66
1089,17,29.05
1090,13,42.91
1090,15,41.17
1091,1,34.56
1091,3,35.58
1092,12,24.88
1093,8,58.22
1093,18,62.32
1094,4,59.99
1095,7,39.44
1095,4,40.98
1096,12,73.64
1097,17,61.96
1098,16,96.54
1099,13,91.8
1100,8,129.8
1101,16,34.99
1102,4,141.37
1103,18,21.1
1104,15,70.18
1105,1,45.2
1105,4,44.7
1106,18,55.63
1107,9,31.3
1108,7,70.66
1109,4,48.7
1110,10,86.97
1110,8,89.78
1111,12,85.67
1111,17,83.13
1112,5,14.47
1113,11,17.42
1114,2,20.15
1114,1,21.4
1115,8,34.94
1115,17,32.97
1116,12,22.32
1117,7,19.71
1117,18,20.19
1118,17,59.97
1119,3,27.42
1120,7,22.83
1120,6,23.01
1121,9,65.67
1122,1,80.29
1123,11,15.94
1123,13,15.44
1124,13,168.27
1125,18,64.89
1126,4,44.71
1127,8,20.57
1128,13,9.31
1129,9,44.81
1130,14,66.04
1130,15,60.11
1131,3,11.66
1132,11,79.27
1133,4,32.53
1134,16,18.6
1135,2,36.21
1136,7,59.26
1137,3,48.14
1138,4,54.34
1138,12,56.85
1139,9,18.77
1139,3,20.26
1140,7,170.51
1140,17,162.12
1141,18,42.86
1142,14,26.56
1143,14,137.8
1144,9,31.27
1144,16,30.37
1145,11,18.29
1146,17,13.04
1147,13,39.51
1148,4,55.32
1149,7,41.36
1150,12,65.3
1150,11,62.78
1151,17,38.63
1151,16,39.12
1152,6,80.21
1153,5,56.74
1153,14,59.38
1154,17,59.67
1155,6,26.2
1156,14,261.93
1157,16,43.42
1158,9,52.43
1158,3,56.11
1159,18,152.58
1160,15,63.53
1161,1,78.35
1162,6,23.02
1162,5,22.84
1163,16,84.87
1164,5,68.06
1165,10,152.32
1166,12,69.02
1166,15,69.59
1167,14,53.89
1167,15,49.6
1168,17,66.24
1169,18,111.53
1170,2,155.73
1170,4,149.88
1171,6,153.42
1171,10,151.62
1172,4,115.55
1172,2,117.94
1173,10,200.51
1174,1,60.95
1174,16,62.54
1175,12,46.34
1175,13,45.26
1176,5,48.19
1177,3,121.81
1178,1,114.49
1179,15,52.5
1180,15,63.26
1180,11,62.95
1181,4,108.06
1182,4,183.96
1182,7,181.32
1183,1,147.63
1184,3,91.99
1185,18,89.77
1186,16,211.65
1187,2,100.87
1188,5,158.3
1189,14,93.27
1190,15,162.92
1191,9,142.69
1191,11,144.95
1192,16,158.53
1193,17,78.41
1194,16,113.97
1195,15,134.08
1196,10,75.19
1197,17,172.36
1198,18,277.83
1198,10,279.2
1199,17,74.72
1199,7,73.45
1200,14,122.43
1201,14,86.6
1201,7,87.76
1202,10,137.4
1203,1,191.28
1204,9,227.41
1204,8,221.36
1205,1,132.36
1206,16,120.75
1207,3,101.33
1207,16,99.11
1208,10,88.69
1209,18,32.81
1210,17,106.99
1211,3,151.13
1211,5,158.03
1212,6,73.02
1213,18,46.04
1214,3,46.63
1214,4,46.49
1215,2,44.58
1215,6,42.97
1216,4,14.63
1216,2,14.43
1217,16,21.86
1218,8,53.24
1219,6,48.42
1220,17,62.19
1221,13,21.76
1222,9,46.02
1223,15,22.24
1224,5,29.13
1224,17,28.76
1225,7,52.43
1226,8,21.09
1227,16,37.32
1227,4,40.68
1228,6,37.7
1229,6,65.07
1229,13,67.13
1230,6,79.65
1231,5,140.3
1232,10,50.72
1233,5,11.62
1234,17,56.77
1234,11,58.37
1235,16,20.43
1236,5,49.06
1236,6,48.01
1237,18,73.92
1238,10,49.4
1238,4,53.22
1239,12,52.29
1240,10,175.36
1241,16,18.92
1242,4,21.67
1243,7,21.27
1244,8,35.04
1244,1,37.31
1245,11,22.09
1246,15,24.21
1247,3,45.85
1247,12,45.36
1248,4,24.0
1248,12,25.22
1249,10,29.54
1250,13,61.86
1251,2,71.77
1251,14,78.62
1252,12,14.16
1253,1,141.11
1254,11,54.23
1255,17,46.22
1256,10,22.77
1257,12,8.79
1258,8,47.27
1258,5,46.2
1259,15,58.54
1259,10,57.82
1260,11,11.61
1261,9,76.17
1262,4,42.16
1263,8,17.87
1263,15,18.27
1264,13,35.81
1265,10,58.02
1265,14,58.64
1266,1,41.43
1266,2,38.71
1267,3,51.08
1268,9,19.4
1269,13,161.73
1269,9,164.0
1270,4,34.86
1271,14,28.85
1272,7,135.77
1272,8,137.43
1273,3,31.71
1274,13,17.35
1274,12,17.37
1275,15,11.63
1275,11,11.12
1276,15,31.23
1277,18,48.95
1277,4,45.53
1278,10,46.17
1278,13,45.03
1279,1,52.33
1279,16,50.02
1280,16,36.39
1281,13,76.39
1282,17,56.58
1283,7,55.75
1284,17,22.4
1284,6,21.87
1285,2,218.6
1286,7,47.31
1287,11,40.97
1288,4,125.85
1289,3,62.57
1289,14,62.79
1290,14,61.41
1291,14,26.41
1291,16,25.14
1292,1,77.08
1293,12,67.69
1293,9,64.26
1294,11,182.12
1294,5,189.29
1295,12,69.25
1296,12,40.89
1297,15,56.58
1297,2,61.21
1298,6,116.94
1299,18,165.13
1299,4,163.18
