order_id,customer_id,store_id,order_timestamp,order_status,delivery_time_mins
149,1438,1,2025-01-01 21:12:40,delivered,20
150,2712,1,2025-01-01 12:11:11,delivered,10
151,1662,1,2025-01-01 15:31:14,delivered,10
152,2106,1,2025-01-01 21:40:05,delivered,26
153,656,1,2025-01-01 10:59:03,delivered,21
154,1020,1,2025-01-01 17:31:20,delivered,22
155,2303,1,2025-01-01 02:16:51,delivered,24
156,424,1,2025-01-01 19:36:42,delivered,14
157,1613,1,2025-01-01 15:34:47,delivered,10
158,1072,1,2025-01-01 17:15:28,delivered,13
159,1852,1,2025-01-01 19:31:05,delivered,14
160,1612,1,2025-01-01 03:40:34,delivered,10
161,1328,1,2025-01-01 10:19:32,delivered,15
162,2920,1,2025-01-01 10:25:26,delivered,22
163,2024,1,2025-01-01 12:27:30,delivered,18
164,2024,1,2025-01-01 15:25:20,delivered,23
165,957,1,2025-01-01 07:28:15,delivered,24
166,444,1,2025-01-01 18:26:49,delivered,24
167,1278,1,2025-01-01 17:31:55,delivered,24
168,1875,1,2025-01-01 16:00:50,delivered,25
169,1032,1,2025-01-01 17:08:53,delivered,15
170,2139,1,2025-01-01 20:44:40,delivered,19
171,1358,1,2025-01-01 11:55:27,delivered,23
172,306,1,2025-01-01 19:58:08,delivered,14
173,1947,1,2025-01-01 17:11:03,delivered,13
174,2985,1,2025-01-01 13:09:30,delivered,13
175,1662,1,2025-01-01 21:04:26,delivered,10
176,1474,1,2025-01-01 11:43:08,delivered,31
177,685,1,2025-01-01 10:00:43,delivered,30
178,1662,1,2025-01-01 21:14:57,delivered,18
179,1366,1,2025-01-01 19:21:17,delivered,16
180,659,1,2025-01-01 08:21:23,delivered,13
181,2215,1,2025-01-01 08:58:47,delivered,15
182,1598,1,2025-01-01 20:46:27,delivered,12
183,352,1,2025-01-01 09:38:27,delivered,16
184,2453,1,2025-01-01 20:14:20,delivered,26
185,860,1,2025-01-01 10:02:12,delivered,22
186,2039,1,2025-01-01 06:18:01,delivered,10
187,1083,1,2025-01-01 16:43:48,delivered,21
188,2083,1,2025-01-01 20:44:46,delivered,23
189,887,1,2025-01-01 14:28:12,delivered,22
190,1556,1,2025-01-01 20:47:59,delivered,17
191,1663,1,2025-01-01 19:12:19,delivered,22
192,2429,1,2025-01-01 19:28:53,delivered,16
193,2704,1,2025-01-01 07:53:49,delivered,12
194,1928,1,2025-01-01 20:27:31,delivered,20
195,2984,1,2025-01-01 20:18:01,delivered,10
196,449,1,2025-01-01 09:24:33,delivered,18
197,2538,1,2025-01-01 18:06:51,delivered,12
198,196,1,2025-01-01 14:57:35,delivered,19
199,1925,1,2025-01-01 11:29:00,delivered,19
200,1525,1,2025-01-01 18:09:00,delivered,19
201,1141,1,2025-01-01 06:24:26,delivered,10
202,1415,1,2025-01-01 19:51:14,delivered,30
203,1954,1,2025-01-01 22:56:06,delivered,20
204,988,1,2025-01-01 09:39:52,delivered,35
205,2206,1,2025-01-01 16:28:50,delivered,36
206,486,1,2025-01-01 17:42:57,delivered,21
207,662,1,2025-01-01 09:34:21,delivered,17
208,2875,1,2025-01-01 13:44:56,delivered,21
209,924,1,2025-01-01 03:15:15,delivered,13
210,1266,1,2025-01-01 19:19:30,delivered,10
211,270,1,2025-01-01 15:21:40,delivered,12
212,2015,1,2025-01-01 16:07:14,delivered,10
213,1648,1,2025-01-01 10:54:11,delivered,17
214,1281,1,2025-01-01 12:19:11,delivered,29
215,2057,1,2025-01-01 08:15:07,delivered,10
216,2028,1,2025-01-01 09:13:56,delivered,37
217,2737,1,2025-01-01 18:02:04,delivered,14
218,1095,1,2025-01-01 00:48:56,delivered,21
219,1571,1,2025-01-01 23:36:22,delivered,20
220,2959,1,2025-01-01 09:39:12,delivered,22
221,887,1,2025-01-01 11:10:21,delivered,18
222,2214,1,2025-01-01 09:12:40,delivered,13
223,196,1,2025-01-01 08:00:31,delivered,10
224,1083,1,2025-01-01 12:38:46,delivered,25
225,617,1,2025-01-01 01:24:55,delivered,19
226,1390,1,2025-01-01 04:35:17,cancelled,
227,1029,1,2025-01-02 09:22:06,delivered,17
228,2918,1,2025-01-02 23:14:25,delivered,11
229,2036,1,2025-01-02 21:46:55,delivered,10
230,1243,1,2025-01-02 19:33:21,delivered,22
231,2325,1,2025-01-02 18:42:08,delivered,12
232,1536,1,2025-01-02 23:34:08,delivered,10
233,644,1,2025-01-02 19:56:34,delivered,14
234,1156,1,2025-01-02 09:23:50,delivered,22
235,1509,1,2025-01-02 12:26:53,delivered,27
236,2027,1,2025-01-02 13:31:42,delivered,20
237,434,1,2025-01-02 22:33:13,delivered,10
238,624,1,2025-01-02 17:09:26,delivered,17
239,1397,1,2025-01-02 14:34:22,delivered,10
240,2542,1,2025-01-02 20:53:32,delivered,18
241,1721,1,2025-01-02 21:41:14,delivered,25
242,1390,1,2025-01-02 09:11:24,delivered,27
243,2655,1,2025-01-02 17:20:52,delivered,22
244,101,1,2025-01-02 23:42:35,delivered,10
245,2296,1,2025-01-02 13:12:39,delivered,18
246,1883,1,2025-01-02 15:03:30,delivered,35
247,2321,1,2025-01-02 21:43:31,delivered,17
248,1943,1,2025-01-02 17:06:48,delivered,17
249,470,1,2025-01-02 03:35:25,delivered,14
250,2127,1,2025-01-02 18:57:28,delivered,15
251,1843,1,2025-01-02 22:30:32,delivered,25
252,2166,1,2025-01-02 11:08:03,delivered,19
253,2951,1,2025-01-02 21:05:43,delivered,11
254,168,1,2025-01-02 12:55:31,delivered,11
255,2493,1,2025-01-02 23:40:18,delivered,13
256,1962,1,2025-01-02 19:46:22,delivered,31
257,664,1,2025-01-02 16:04:54,delivered,13
258,1648,1,2025-01-02 10:09:51,delivered,23
259,1382,1,2025-01-02 17:15:52,delivered,35
260,2583,1,2025-01-02 17:57:22,delivered,27
261,974,1,2025-01-02 19:12:37,delivered,24
262,649,1,2025-01-02 09:30:51,delivered,15
263,951,1,2025-01-02 09:19:05,delivered,14
264,741,1,2025-01-02 13:18:18,delivered,10
265,2845,1,2025-01-02 17:25:02,delivered,32
266,30,1,2025-01-02 08:27:07,delivered,30
267,2429,1,2025-01-02 20:45:37,delivered,29
268,2150,1,2025-01-02 17:09:22,delivered,10
269,2723,1,2025-01-02 19:16:50,delivered,11
270,802,1,2025-01-02 10:57:58,delivered,15
271,507,1,2025-01-02 20:25:45,delivered,15
272,440,1,2025-01-02 08:00:00,delivered,16
273,670,1,2025-01-02 17:41:32,delivered,13
274,1019,1,2025-01-02 23:31:29,delivered,18
275,1908,1,2025-01-02 05:28:29,delivered,21
276,446,1,2025-01-02 08:38:20,delivered,13
277,1462,1,2025-01-02 20:31:59,delivered,15
278,546,1,2025-01-02 20:30:06,delivered,16
279,565,1,2025-01-02 13:16:54,delivered,10
280,784,1,2025-01-02 16:08:03,delivered,11
281,1390,1,2025-01-02 21:45:50,delivered,18
282,1057,1,2025-01-02 16:20:57,delivered,26
283,1867,1,2025-01-02 02:00:37,delivered,19
284,227,1,2025-01-02 18:49:37,delivered,36
285,2270,1,2025-01-02 11:21:24,delivered,17
286,1677,1,2025-01-02 16:35:41,delivered,15
287,256,1,2025-01-02 13:51:45,delivered,15
288,2600,1,2025-01-02 10:48:08,delivered,21
289,660,1,2025-01-02 20:47:02,delivered,14
290,1304,1,2025-01-02 11:11:11,delivered,17
291,2449,1,2025-01-02 15:29:46,delivered,16
292,2645,1,2025-01-02 21:40:39,delivered,13
293,2870,1,2025-01-02 12:38:45,delivered,17
294,798,1,2025-01-02 22:27:05,delivered,20
295,1230,1,2025-01-02 20:16:39,delivered,18
296,2331,1,2025-01-02 18:40:20,delivered,14
297,1488,1,2025-01-02 14:19:25,delivered,22
298,2165,1,2025-01-02 10:05:20,delivered,17
299,2655,1,2025-01-02 21:32:09,delivered,20
300,2677,1,2025-01-02 10:02:45,delivered,10
301,219,1,2025-01-02 09:33:23,delivered,23
302,1948,1,2025-01-02 22:59:49,delivered,14
303,84,1,2025-01-02 20:48:24,delivered,11
304,437,1,2025-01-02 22:53:21,delivered,12
305,2798,1,2025-01-02 06:17:15,delivered,19
306,1323,1,2025-01-02 00:16:24,delivered,21
307,2538,1,2025-01-02 14:23:43,delivered,14
308,1127,1,2025-01-02 19:51:19,delivered,14
309,555,1,2025-01-02 11:46:12,delivered,36
310,2364,1,2025-01-02 08:34:50,delivered,20
311,1433,1,2025-01-02 07:18:58,delivered,33
312,1795,1,2025-01-02 18:33:24,delivered,23
313,2202,1,2025-01-02 22:40:55,delivered,18
314,195,1,2025-01-02 11:27:33,delivered,11
315,1129,1,2025-01-02 07:06:47,delivered,33
316,1127,1,2025-01-02 20:46:41,delivered,28
317,2264,1,2025-01-02 13:14:13,delivered,11
318,44,1,2025-01-02 14:19:28,delivered,18
319,384,1,2025-01-02 18:11:37,delivered,14
320,2210,1,2025-01-02 21:36:37,delivered,34
321,2162,1,2025-01-02 21:31:03,delivered,31
322,1033,1,2025-01-02 20:32:05,delivered,28
323,961,1,2025-01-02 18:54:32,delivered,19
324,2203,1,2025-01-02 07:14:04,delivered,24
325,2986,1,2025-01-02 19:53:53,delivered,28
326,1181,1,2025-01-02 18:46:34,delivered,25
327,2378,1,2025-01-02 17:25:21,delivered,14
328,523,1,2025-01-02 19:05:30,delivered,16
329,451,1,2025-01-02 19:57:19,delivered,22
330,1949,1,2025-01-02 10:43:02,delivered,43
331,1700,1,2025-01-02 12:17:48,delivered,15
332,1193,1,2025-01-02 11:16:25,delivered,19
333,1642,1,2025-01-02 18:00:31,delivered,15
334,1243,1,2025-01-02 20:12:54,delivered,15
335,2655,1,2025-01-02 18:54:07,delivered,20
336,1553,1,2025-01-02 09:10:31,delivered,20
337,1596,1,2025-01-02 03:18:36,delivered,22
338,418,1,2025-01-02 10:59:54,delivered,33
339,2483,1,2025-01-02 06:02:30,delivered,26
340,967,1,2025-01-02 22:55:37,delivered,19
341,1428,1,2025-01-02 10:51:28,delivered,15
342,1141,1,2025-01-02 09:53:29,delivered,27
343,1342,1,2025-01-02 19:44:00,delivered,20
344,326,1,2025-01-02 18:22:39,delivered,21
345,195,1,2025-01-02 14:45:25,delivered,21
346,674,1,2025-01-02 09:26:15,delivered,10
347,2583,1,2025-01-02 21:32:21,delivered,12
348,1014,1,2025-01-02 19:16:23,delivered,15
349,1642,1,2025-01-02 23:41:59,delivered,10
350,1612,1,2025-01-02 21:12:22,delivered,18
351,1857,1,2025-01-02 14:26:53,delivered,13
352,371,1,2025-01-02 09:09:22,delivered,10
353,2864,1,2025-01-02 20:17:41,delivered,30
354,706,1,2025-01-02 12:09:41,delivered,17
355,1725,1,2025-01-02 08:26:19,delivered,45
356,2344,1,2025-01-02 13:31:30,delivered,17
357,2792,1,2025-01-02 05:34:26,delivered,40
358,2075,1,2025-01-02 02:55:57,delivered,19
359,608,1,2025-01-02 22:35:30,delivered,25
360,2268,1,2025-01-02 15:25:06,delivered,13
361,2819,1,2025-01-02 21:02:11,delivered,11
362,2609,1,2025-01-02 11:17:52,delivered,19
363,137,1,2025-01-02 20:38:33,delivered,31
364,2084,1,2025-01-02 07:45:30,delivered,30
365,2302,1,2025-01-02 08:24:45,delivered,17
366,1139,1,2025-01-02 20:43:06,delivered,16
367,2722,1,2025-01-02 16:04:06,delivered,24
368,2267,1,2025-01-02 18:47:45,delivered,13
369,1591,1,2025-01-02 10:09:58,delivered,22
370,131,1,2025-01-02 19:43:58,delivered,24
371,815,1,2025-01-02 06:09:31,delivered,15
372,490,1,2025-01-02 15:34:09,delivered,27
373,1828,1,2025-01-02 12:23:17,delivered,12
374,1427,1,2025-01-02 10:17:54,delivered,30
375,2321,1,2025-01-02 16:02:17,delivered,14
376,670,1,2025-01-02 12:10:53,delivered,26
377,2842,1,2025-01-02 15:49:18,delivered,27
378,1698,1,2025-01-02 15:10:26,delivered,29
379,1529,1,2025-01-02 09:10:10,delivered,14
380,2675,1,2025-01-02 07:29:55,delivered,14
381,1507,1,2025-01-02 21:32:23,delivered,24
382,2131,1,2025-01-02 11:48:06,delivered,26
383,2955,1,2025-01-02 17:47:33,delivered,32
384,1389,1,2025-01-02 20:43:15,delivered,30
385,244,1,2025-01-02 12:48:24,delivered,19
386,1438,1,2025-01-02 20:30:09,delivered,19
387,2677,1,2025-01-02 21:11:50,delivered,13
388,2252,1,2025-01-02 18:57:33,delivered,14
389,1735,1,2025-01-02 22:16:50,delivered,10
390,314,1,2025-01-02 21:14:02,delivered,24
391,1432,1,2025-01-02 19:44:12,delivered,17
392,632,1,2025-01-02 09:38:04,delivered,14
393,1729,1,2025-01-02 18:09:36,delivered,14
394,1257,1,2025-01-02 18:57:43,delivered,24
395,909,1,2025-01-02 10:19:05,delivered,14
396,1217,1,2025-01-02 11:03:20,delivered,18
397,1126,1,2025-01-02 20:02:57,delivered,24
398,2331,1,2025-01-02 16:44:41,delivered,13
399,2196,1,2025-01-02 20:14:27,delivered,23
400,68,1,2025-01-02 04:45:04,delivered,41
401,1060,1,2025-01-02 16:52:54,delivered,27
402,1418,1,2025-01-02 20:47:31,delivered,21
403,667,1,2025-01-02 23:51:51,delivered,18
404,1275,1,2025-01-02 14:16:37,delivered,22
405,2068,1,2025-01-02 09:46:18,delivered,27
406,1843,1,2025-01-02 21:29:26,delivered,12
407,1693,1,2025-01-02 21:16:36,delivered,16
408,2551,1,2025-01-02 17:18:09,delivered,27
409,1852,1,2025-01-02 21:48:20,delivered,25
410,1986,1,2025-01-02 21:49:38,delivered,26
411,1302,1,2025-01-02 09:43:39,delivered,20
412,1840,1,2025-01-02 09:38:54,delivered,24
413,2230,1,2025-01-02 23:06:41,delivered,18
414,671,1,2025-01-02 08:28:37,delivered,15
415,2741,1,2025-01-02 13:56:43,delivered,15
416,785,1,2025-01-02 22:43:01,delivered,16
417,2296,1,2025-01-02 18:10:29,delivered,23
418,785,1,2025-01-02 10:06:02,cancelled,
419,2804,1,2025-01-03 18:50:06,delivered,15
420,1222,1,2025-01-03 18:59:53,delivered,27
421,2230,1,2025-01-03 19:02:44,delivered,23
422,956,1,2025-01-03 13:37:07,delivered,19
423,269,1,2025-01-03 20:47:43,delivered,15
424,2120,1,2025-01-03 17:42:11,delivered,15
425,2209,1,2025-01-03 19:28:36,delivered,12
426,891,1,2025-01-03 18:32:56,delivered,21
427,464,1,2025-01-03 21:09:19,delivered,17
428,1254,1,2025-01-03 12:29:01,delivered,30
429,693,1,2025-01-03 10:56:25,delivered,12
430,446,1,2025-01-03 19:53:19,delivered,15
431,1952,1,2025-01-03 11:05:40,delivered,10
432,3000,1,2025-01-03 09:14:01,delivered,12
433,371,1,2025-01-03 20:53:03,delivered,21
434,1511,1,2025-01-03 21:57:51,delivered,21
435,1303,1,2025-01-03 20:00:42,delivered,18
436,668,1,2025-01-03 21:37:29,delivered,35
437,1667,1,2025-01-03 09:53:14,delivered,17
438,1157,1,2025-01-03 17:18:37,delivered,23
439,1328,1,2025-01-03 15:34:43,delivered,39
440,2349,1,2025-01-03 11:46:58,delivered,17
441,1244,1,2025-01-03 18:47:18,delivered,13
442,1962,1,2025-01-03 13:06:40,delivered,22
443,2974,1,2025-01-03 11:08:47,delivered,19
444,2828,1,2025-01-03 02:58:27,delivered,15
445,1889,1,2025-01-03 06:42:54,delivered,20
446,2406,1,2025-01-03 08:59:42,delivered,14
447,2527,1,2025-01-03 19:42:42,delivered,25
448,1742,1,2025-01-03 17:11:10,delivered,18
449,2773,1,2025-01-03 10:06:11,delivered,19
450,2482,1,2025-01-03 19:27:45,delivered,23
451,1095,1,2025-01-03 18:37:11,delivered,37
452,634,1,2025-01-03 20:06:52,delivered,10
453,140,1,2025-01-03 10:16:38,delivered,30
454,838,1,2025-01-03 10:52:48,delivered,15
455,910,1,2025-01-03 02:15:48,delivered,23
456,1757,1,2025-01-03 06:40:30,delivered,13
457,2658,1,2025-01-03 14:32:10,delivered,10
458,324,1,2025-01-03 10:35:32,delivered,37
459,2946,1,2025-01-03 19:53:13,delivered,26
460,997,1,2025-01-03 20:16:57,delivered,12
461,740,1,2025-01-03 23:48:01,delivered,11
462,2905,1,2025-01-03 23:38:38,delivered,31
463,2380,1,2025-01-03 19:22:36,delivered,19
464,1017,1,2025-01-03 10:55:39,delivered,16
465,140,1,2025-01-03 09:08:42,delivered,18
466,2454,1,2025-01-03 09:49:09,delivered,33
467,1619,1,2025-01-03 19:49:13,delivered,19
468,631,1,2025-01-03 22:49:35,delivered,15
469,2404,1,2025-01-03 12:23:19,delivered,18
470,2828,1,2025-01-03 19:33:57,delivered,16
471,321,1,2025-01-03 20:17:14,delivered,12
472,2254,1,2025-01-03 11:44:40,delivered,15
473,1179,1,2025-01-03 15:42:10,delivered,12
474,1266,1,2025-01-03 22:29:26,delivered,32
475,484,1,2025-01-03 19:16:16,delivered,20
476,428,1,2025-01-03 18:12:06,delivered,16
477,887,1,2025-01-03 09:09:00,delivered,17
478,2204,1,2025-01-03 12:24:49,delivered,33
479,1081,1,2025-01-03 17:54:29,delivered,26
480,2100,1,2025-01-03 19:30:01,delivered,16
481,495,1,2025-01-03 09:09:25,delivered,18
482,2766,1,2025-01-03 22:50:40,delivered,23
483,2264,1,2025-01-03 20:37:02,delivered,24
484,1382,1,2025-01-03 10:27:11,delivered,15
485,2870,1,2025-01-03 17:02:16,delivered,21
486,589,1,2025-01-03 07:22:18,delivered,19
487,1304,1,2025-01-03 15:28:13,delivered,24
488,235,1,2025-01-03 14:12:19,delivered,25
489,389,1,2025-01-03 16:45:28,delivered,14
490,864,1,2025-01-03 06:29:46,delivered,29
491,2897,1,2025-01-03 19:28:07,delivered,25
492,82,1,2025-01-03 09:02:56,delivered,13
493,899,1,2025-01-03 18:53:39,delivered,30
494,2743,1,2025-01-03 09:40:11,delivered,20
495,845,1,2025-01-03 12:09:06,delivered,19
496,203,1,2025-01-03 22:36:43,delivered,18
497,1638,1,2025-01-03 11:37:33,delivered,27
498,46,1,2025-01-03 20:02:42,delivered,18
499,1080,1,2025-01-03 10:06:21,delivered,20
500,1418,1,2025-01-03 20:20:06,delivered,35
501,2315,1,2025-01-03 19:18:41,delivered,22
502,2912,1,2025-01-03 19:30:02,delivered,26
503,1083,1,2025-01-03 10:57:00,delivered,23
504,847,1,2025-01-03 12:42:10,delivered,20
505,2920,1,2025-01-03 10:42:18,delivered,14
506,740,1,2025-01-03 05:51:21,delivered,19
507,1754,1,2025-01-03 09:50:12,delivered,17
508,1292,1,2025-01-03 21:32:07,delivered,15
509,437,1,2025-01-03 19:47:40,delivered,11
510,1636,1,2025-01-03 08:41:42,delivered,19
511,2045,1,2025-01-03 07:07:56,delivered,13
512,613,1,2025-01-03 20:31:57,delivered,26
513,268,1,2025-01-03 20:55:22,delivered,18
514,2503,1,2025-01-03 19:45:52,delivered,25
515,1976,1,2025-01-03 21:10:06,delivered,13
516,2502,1,2025-01-03 16:48:07,delivered,20
517,1112,1,2025-01-03 03:42:50,delivered,26
518,2482,1,2025-01-03 16:12:23,delivered,17
519,2853,1,2025-01-03 17:16:03,delivered,20
520,2202,1,2025-01-03 21:25:20,delivered,25
521,2254,1,2025-01-03 08:42:59,delivered,18
522,2504,1,2025-01-03 18:15:40,delivered,15
523,568,1,2025-01-03 18:25:00,delivered,34
524,655,1,2025-01-03 07:28:54,delivered,23
525,1708,1,2025-01-03 18:26:19,delivered,21
526,1652,1,2025-01-03 11:58:59,delivered,28
527,208,1,2025-01-03 20:06:50,delivered,17
528,2997,1,2025-01-03 11:06:00,delivered,28
529,2575,1,2025-01-03 20:07:32,delivered,22
530,2150,1,2025-01-03 19:57:27,delivered,17
531,2868,1,2025-01-03 19:15:45,delivered,12
532,1467,1,2025-01-03 10:33:37,delivered,17
533,2635,1,2025-01-03 09:00:20,delivered,22
534,996,1,2025-01-03 11:39:32,delivered,10
535,2119,1,2025-01-03 17:32:36,delivered,23
536,2105,1,2025-01-03 09:31:06,delivered,15
537,1471,1,2025-01-03 20:00:33,delivered,12
538,1962,1,2025-01-03 14:03:51,delivered,17
539,794,1,2025-01-03 21:59:01,delivered,15
540,879,1,2025-01-03 19:21:48,delivered,10
541,2181,1,2025-01-03 14:55:13,delivered,10
542,890,1,2025-01-03 21:49:33,delivered,12
